CUST_NO,간식류,건강식품,농산물,수산물,식사류/반찬,육류,음료,주류
4930,2.643292682926829,2.5294117647058822,3.0365853658536586,3.975,3.7564102564102564,4.137931034482759,3.9402173913043477,4.296296296296297
4931,3.7416666666666667,4.2,3.8157894736842106,4.2,3.9238095238095236,3.1272727272727274,4.011811023622047,3.8365384615384617
4932,3.989333333333333,3.5,4.150753768844221,3.7384615384615385,3.857142857142857,2.9919678714859437,4.096774193548387,3.869565217391304
4933,2.9453781512605044,2.3333333333333335,3.2028985507246377,2.3,3.5606060606060606,2.25,3.9797979797979797,4.6
4934,3.883720930232558,5.0,3.954356846473029,3.2842105263157895,3.55,3.375886524822695,4.116071428571429,3.6818181818181817
4935,3.120833333333333,1.6666666666666667,3.8576923076923078,3.0704225352112675,2.9836065573770494,3.4404761904761907,3.563380281690141,3.5
4936,2.6210526315789475,1.6666666666666667,3.2833876221498373,2.2531645569620253,3.921875,2.8055555555555554,3.5294117647058822,4.451612903225806
4937,4.323119777158774,5.0,4.216836734693878,4.115151515151515,4.310769230769231,4.013888888888889,4.604166666666667,3.4146341463414633
4938,4.137349397590361,,4.065259117082533,4.185185185185185,4.011695906432749,3.3986928104575163,4.19344262295082,3.1315789473684212
4939,3.2863849765258215,3.0,3.3278688524590163,3.7948717948717947,3.8421052631578947,3.9166666666666665,3.4444444444444446,4.230769230769231
4940,2.614678899082569,2.031578947368421,4.333333333333333,2.5172413793103448,3.42,3.3333333333333335,3.936936936936937,3.4761904761904763
4941,2.5435684647302903,2.3,3.7783251231527095,3.909090909090909,3.0757575757575757,2.4457831325301207,3.84,3.5396825396825395
4942,4.27054794520548,5.0,3.969411764705882,4.066666666666666,3.5137614678899083,3.3649635036496353,4.00763358778626,4.633333333333334
4943,3.100840336134454,2.12,4.150427350427351,3.6666666666666665,3.5389048991354466,3.648,4.543010752688172,4.5
4944,2.8978723404255318,1.25,3.492063492063492,2.6470588235294117,3.471014492753623,2.4123711340206184,4.010526315789473,3.8316831683168315
4945,3.0784313725490198,2.7848837209302326,3.93048128342246,3.1315789473684212,2.6733333333333333,3.0625,3.838888888888889,4.723880597014926
4946,3.1397379912663754,3.6,4.327974276527331,3.3157894736842106,2.934306569343066,3.4814814814814814,3.1914893617021276,3.0
4947,3.2532467532467533,1.1666666666666667,3.489945155393053,2.8740740740740742,3.9691358024691357,2.765217391304348,3.5,4.518518518518518
4948,3.2616822429906542,1.756218905472637,4.078125,3.1578947368421053,2.6333333333333333,2.65,4.0,3.4
4949,2.029585798816568,2.5,2.4523809523809526,2.76,2.371794871794872,2.0789473684210527,1.9538461538461538,2.4642857142857144
4950,4.494584837545126,2.0,4.402777777777778,4.115384615384615,4.137096774193548,3.2413793103448274,3.901554404145078,4.555555555555555
4951,4.739837398373984,,4.725806451612903,4.755725190839694,4.494845360824742,4.034146341463415,4.633802816901408,4.970731707317073
4952,3.8603351955307263,3.6666666666666665,4.330409356725146,3.705263157894737,3.1448763250883394,2.8125,4.134615384615385,3.3125
4953,3.175324675324675,4.5,3.870967741935484,3.763157894736842,2.7636363636363637,3.8,3.767857142857143,3.6363636363636362
4954,2.356687898089172,1.2222222222222223,2.36,2.0625,3.8461538461538463,3.085714285714286,2.2666666666666666,1.5
4955,2.712962962962963,4.0,3.104895104895105,3.074074074074074,2.0526315789473686,3.3541666666666665,3.5942028985507246,4.113636363636363
4956,4.316901408450704,4.0,4.302752293577981,4.391061452513966,4.070588235294117,3.535885167464115,4.3578947368421055,4.548387096774194
4957,3.4814814814814814,4.5,4.049657534246576,3.4563106796116503,3.8181818181818183,3.383720930232558,2.860215053763441,
4958,2.5714285714285716,2.0,2.5208333333333335,2.6666666666666665,3.088235294117647,2.6451612903225805,4.172413793103448,4.766666666666667
4959,2.9867021276595747,1.625,2.391089108910891,2.9285714285714284,2.275,3.169811320754717,4.171171171171171,4.111111111111111
4960,4.189453125,3.888888888888889,4.41340782122905,4.148648648648648,3.742710120068611,3.76734693877551,4.23943661971831,4.867647058823529
4961,3.6408977556109727,4.555555555555555,4.054231717337716,3.7153284671532845,3.086342229199372,3.3838028169014085,3.6818181818181817,3.6956521739130435
4962,3.5360501567398117,3.6666666666666665,4.0,3.6091954022988504,3.727891156462585,2.7252747252747254,4.175572519083969,3.24
4963,1.9870129870129871,,2.1666666666666665,2.75,3.0,3.0555555555555554,2.923076923076923,3.857142857142857
4964,4.589164785553048,5.0,4.773684210526316,4.544827586206897,4.129411764705883,3.8902439024390243,4.75,4.846153846153846
4965,2.776978417266187,1.8,3.58125,2.6666666666666665,3.59375,4.27027027027027,4.117647058823529,5.0
4966,2.3632478632478633,1.7692307692307692,3.608108108108108,2.739130434782609,1.52,3.4375,3.8857142857142857,4.9
4967,2.5,3.3333333333333335,2.831578947368421,3.0357142857142856,2.8292682926829267,3.1578947368421053,2.6595744680851063,2.0
4968,3.9554655870445345,4.0,3.755223880597015,4.075949367088608,3.864864864864865,3.3043478260869565,4.02020202020202,4.625
4969,4.616306954436451,5.0,4.222222222222222,4.2727272727272725,4.551724137931035,3.5384615384615383,4.350393700787402,4.435897435897436
4970,2.448453608247423,1.2857142857142858,3.1884057971014492,4.416666666666667,2.9166666666666665,3.1481481481481484,3.682926829268293,3.0
4971,1.8159203980099503,2.0,2.7697841726618706,2.2413793103448274,1.901639344262295,2.9166666666666665,2.426829268292683,2.12
4972,4.106904231625835,4.5,4.271428571428571,4.379310344827586,4.102127659574468,3.9885057471264367,3.979381443298969,4.269230769230769
4973,3.051912568306011,,3.232142857142857,4.111111111111111,2.573170731707317,2.793103448275862,2.3621013133208257,2.8823529411764706
4974,2.958791208791209,1.6,3.7969924812030076,3.2976190476190474,3.6,3.6292134831460676,4.0859375,3.6272727272727274
4975,2.0422535211267605,1.25,2.3289473684210527,2.8518518518518516,3.3,3.0869565217391304,2.4482758620689653,4.222222222222222
4976,4.395287958115183,4.0,4.119433198380567,3.625,3.7547169811320753,3.4789915966386555,4.349137931034483,4.097222222222222
4977,1.9585798816568047,4.5,3.7933333333333334,2.15,1.2857142857142858,3.759259259259259,2.6666666666666665,4.5
4978,3.5114155251141552,4.5,3.553435114503817,3.4477611940298507,3.202247191011236,2.5520833333333335,3.1373390557939915,2.0681818181818183
4979,2.4332344213649852,,3.6564885496183206,1.930232558139535,2.604651162790698,3.0277777777777777,3.914285714285714,3.6136363636363638
4980,2.53781512605042,1.7142857142857142,2.588235294117647,2.2735042735042734,3.1714285714285713,2.943548387096774,2.941860465116279,2.6842105263157894
4981,2.859922178988327,2.0,2.9158576051779934,2.6534653465346536,3.943396226415094,2.442857142857143,3.638888888888889,4.333333333333333
4982,4.045602605863192,2.2,4.1888412017167385,3.9655172413793105,3.292682926829268,3.6052631578947367,3.947598253275109,4.208860759493671
4983,3.9464285714285716,5.0,4.207885304659499,3.5045045045045047,3.2701421800947865,3.1611570247933884,4.304,4.428571428571429
4984,2.19811320754717,1.3,3.065491183879093,2.3636363636363638,2.161290322580645,2.734513274336283,3.7413793103448274,3.642857142857143
4985,1.9431818181818181,2.6666666666666665,3.2,2.264705882352941,3.0833333333333335,3.3157894736842106,3.4615384615384617,4.5
4986,4.116760828625235,4.25,4.390410958904109,3.6666666666666665,4.108208955223881,4.3478260869565215,3.8017241379310347,4.378640776699029
4987,2.3643122676579926,,4.409090909090909,4.241379310344827,2.4,3.6666666666666665,3.4947368421052634,3.935483870967742
4988,2.3214285714285716,1.1,2.1346153846153846,2.6842105263157894,3.75,2.6470588235294117,4.0,3.1666666666666665
4989,3.7553956834532376,2.4,4.1984231274638635,3.626865671641791,4.017094017094017,4.0212765957446805,4.21978021978022,3.923076923076923
4990,4.041984732824427,,4.0,4.592105263157895,3.3529411764705883,4.103896103896104,4.662337662337662,4.707417582417582
4991,4.612389380530973,1.0,4.2330827067669174,4.585714285714285,4.27536231884058,4.093333333333334,4.783783783783784,4.888888888888889
4992,3.5427251732101617,3.8,3.593103448275862,3.3398058252427183,3.8852459016393444,2.624413145539906,3.2745098039215685,4.337662337662338
4993,3.8842105263157896,1.8,3.7134502923976607,3.051282051282051,3.569832402234637,3.0549450549450547,4.255208333333333,4.777777777777778
4994,2.5692307692307694,3.6666666666666665,3.220125786163522,3.4324324324324325,3.4266666666666667,2.9166666666666665,3.7115384615384617,3.5714285714285716
4995,3.90032154340836,4.0,3.938622754491018,3.2280701754385963,3.289855072463768,2.988235294117647,4.0873362445414845,4.230769230769231
4996,3.786290322580645,4.0,3.9034482758620688,3.75,3.0054054054054054,3.3783783783783785,3.366336633663366,2.8666666666666667
4997,2.434375,3.1666666666666665,3.402542372881356,3.176470588235294,4.3584905660377355,3.532258064516129,3.3854166666666665,2.8421052631578947
4998,2.811808118081181,3.076923076923077,3.5708955223880596,3.425,3.864864864864865,3.6607142857142856,4.294117647058823,4.428571428571429
4999,4.569420035149385,,4.558077436582109,4.593548387096774,4.318181818181818,4.110599078341014,4.694805194805195,4.766749379652605
5000,4.247863247863248,2.8,3.791044776119403,4.276595744680851,3.6778523489932886,3.657142857142857,4.169642857142857,4.625
5001,4.269230769230769,1.6666666666666667,3.834319526627219,2.847826086956522,3.664705882352941,3.257142857142857,4.337662337662338,4.185185185185185
5002,4.461538461538462,,3.4761904761904763,3.9574468085106385,3.6744186046511627,4.076923076923077,4.425925925925926,3.794165316045381
5003,2.1140776699029127,1.7777777777777777,2.8728813559322033,2.1619047619047618,2.1435406698564594,1.8311688311688312,3.175925925925926,3.3402061855670104
5004,2.861035422343324,,3.539285714285714,1.507936507936508,3.5538461538461537,3.5925925925925926,3.628099173553719,4.125
5005,3.0325581395348835,,3.901015228426396,3.6875,3.4166666666666665,3.183673469387755,3.5203252032520327,4.888888888888889
5006,2.325,2.3,3.7011494252873565,3.5,3.435483870967742,3.4,3.739130434782609,3.1777777777777776
5007,2.5306122448979593,1.625,2.693950177935943,2.0,2.6984126984126986,2.868131868131868,1.8837209302325582,2.9857142857142858
5008,3.890909090909091,3.8,4.267625899280575,3.3923076923076922,3.931174089068826,3.4748201438848922,4.2682926829268295,3.8125
5009,3.9543726235741445,1.375,3.8533333333333335,3.372093023255814,3.459016393442623,3.171875,4.241830065359477,3.81
5010,3.969924812030075,1.0,3.8114285714285714,3.84375,3.617021276595745,3.5813953488372094,3.198237885462555,4.75
5011,2.17687074829932,2.2,1.875,2.0,1.9393939393939394,3.5,3.090909090909091,4.5
5012,2.9392712550607287,1.5,3.8534031413612566,4.216666666666667,3.872340425531915,3.5,2.920152091254753,
5013,4.240641711229946,4.111111111111111,4.283643892339544,3.8378378378378377,3.6653696498054473,3.8461538461538463,4.089041095890411,4.333333333333333
5014,2.7448275862068967,3.0,2.4210526315789473,1.5483870967741935,2.235294117647059,2.3529411764705883,2.9,3.6666666666666665
5015,2.088235294117647,2.0,3.145038167938931,1.9912280701754386,1.7802197802197801,2.627906976744186,3.7,4.294117647058823
5016,2.9322033898305087,2.0,3.4444444444444446,2.8,3.6666666666666665,3.0,3.142857142857143,2.5
5017,4.75774647887324,1.0,4.046255506607929,4.766666666666667,3.8577235772357725,3.5247524752475248,4.818181818181818,4.693181818181818
5018,4.327044025157233,,4.20293122886133,3.994708994708995,3.79,2.8442622950819674,4.16,4.180327868852459
5019,3.9714285714285715,2.85,4.152432432432432,3.4676258992805757,3.5829493087557602,3.3553299492385786,3.8517241379310345,3.0
5020,4.155555555555556,4.0,3.992831541218638,3.6296296296296298,3.2254335260115607,3.3944954128440368,3.9261744966442955,4.095238095238095
5021,3.609090909090909,4.25,4.2380239520958085,4.019417475728155,3.536842105263158,3.9166666666666665,4.166666666666667,4.653846153846154
5022,2.5392156862745097,3.0,3.1411042944785277,1.7230769230769232,3.05,2.3703703703703702,3.5892857142857144,3.618181818181818
5023,4.178391959798995,3.789473684210526,3.9429928741092635,3.7142857142857144,3.1839762611275964,3.477272727272727,4.204225352112676,4.9057591623036645
5024,4.750418760469012,4.0,4.7073170731707314,4.820754716981132,4.242105263157895,4.140425531914894,4.328125,4.666666666666667
5025,2.6389891696750905,1.8888888888888888,2.986754966887417,3.1818181818181817,2.814516129032258,2.5714285714285716,3.2214285714285715,3.0
5026,2.0759493670886076,1.5,2.3394495412844036,2.5,3.142857142857143,3.2,3.125,3.2857142857142856
5027,2.7572463768115942,,4.122047244094488,4.326530612244898,3.6693548387096775,3.8627450980392157,4.648648648648648,4.615384615384615
5028,2.6785714285714284,1.1875,3.8526785714285716,3.116279069767442,3.283333333333333,1.8518518518518519,3.593984962406015,1.6071428571428572
5029,4.305764411027569,5.0,4.2375,3.8870967741935485,4.108843537414966,3.4210526315789473,4.1615720524017465,4.6415094339622645
5030,3.25390625,4.5,2.869918699186992,3.2777777777777777,3.013888888888889,3.3333333333333335,3.6,3.6
5031,3.6634615384615383,1.6666666666666667,3.154228855721393,3.0697674418604652,3.5,3.96875,4.142857142857143,4.117117117117117
5032,1.85,1.6666666666666667,2.9444444444444446,4.25,1.3636363636363635,2.9285714285714284,2.909090909090909,3.3684210526315788
5033,3.452127659574468,3.2,3.9825783972125435,4.338461538461538,3.780821917808219,3.896551724137931,3.936,3.8461538461538463
5034,3.8208955223880596,3.1666666666666665,3.461904761904762,2.803921568627451,3.602272727272727,2.473684210526316,3.839378238341969,3.8857142857142857
5035,2.645714285714286,1.6,4.232067510548523,3.2857142857142856,2.1931818181818183,3.1470588235294117,3.9262295081967213,3.0625
5036,4.326576576576577,4.833333333333333,4.152912621359223,4.18,3.779310344827586,3.77037037037037,4.220338983050848,4.0
5037,4.315682281059063,3.5714285714285716,3.8955223880597014,3.4672131147540983,3.5925925925925926,3.764705882352941,4.110738255033557,4.818181818181818
5038,3.129380053908356,1.0,4.00655737704918,3.6911764705882355,3.672043010752688,3.1511627906976742,4.32520325203252,4.19672131147541
5039,3.8805970149253732,4.25,4.142857142857143,3.511627906976744,3.4375,3.0,4.508771929824562,4.7272727272727275
5040,2.379032258064516,2.7058823529411766,3.16793893129771,2.3846153846153846,1.7307692307692308,2.6153846153846154,3.2613636363636362,2.6818181818181817
5041,3.1496062992125986,2.0,3.7751004016064256,3.576923076923077,2.709090909090909,3.533333333333333,4.276923076923077,2.8333333333333335
5042,3.850117096018735,3.923076923076923,4.00924499229584,3.203791469194313,3.4447236180904524,3.5714285714285716,3.475806451612903,3.6458333333333335
5043,4.409090909090909,3.7,4.361233480176211,4.201117318435754,3.696969696969697,4.045751633986928,4.814814814814815,4.25
5044,3.2987012987012987,1.7,3.5852713178294575,2.294642857142857,3.425531914893617,3.0194174757281553,3.56551724137931,4.0
5045,4.605381165919282,4.0,4.378698224852071,3.9285714285714284,4.180327868852459,3.3333333333333335,3.7974683544303796,3.4444444444444446
5046,4.7994428969359335,,4.67965367965368,4.683962264150943,3.9696969696969697,4.073770491803279,4.606508875739645,3.4098360655737703
5047,1.710144927536232,1.3333333333333333,2.0,2.25,3.25,4.0,3.4705882352941178,4.75
5048,2.1944444444444446,3.6666666666666665,2.8127340823970037,2.642857142857143,1.8888888888888888,1.4576271186440677,2.6296296296296298,4.885245901639344
5049,3.810945273631841,1.7142857142857142,3.7615384615384615,3.460227272727273,3.734375,2.648936170212766,4.068965517241379,3.9473684210526314
5050,4.143094841930116,4.0,4.025442477876106,4.163841807909605,3.7461024498886415,3.4074074074074074,4.495260663507109,4.28125
5051,4.110726643598616,3.0,3.951934349355217,4.666666666666667,3.7135922330097086,4.344827586206897,4.498708010335918,4.0
5052,3.622119815668203,4.75,4.36936936936937,3.4968944099378882,3.2606837606837606,2.878612716763006,3.6315789473684212,4.5
5053,2.5692307692307694,1.879725085910653,2.870967741935484,3.0,1.7083333333333333,2.375,1.5180722891566265,2.8666666666666667
5054,4.627118644067797,5.0,4.536,3.631868131868132,4.2264808362369335,3.1023255813953488,4.015267175572519,4.552830188679246
5055,4.418856259659969,4.0,4.385714285714286,4.549618320610687,3.956989247311828,3.951923076923077,3.8070866141732282,4.533333333333333
5056,3.7611940298507465,2.375,3.9163498098859315,4.06,3.1958333333333333,3.4909090909090907,3.952991452991453,4.0
5057,1.7474747474747474,3.0,3.0,2.0,4.5,4.25,3.0952380952380953,4.2
5058,3.8980891719745223,3.0,4.138461538461539,2.7864077669902914,3.385869565217391,3.0,3.9873417721518987,4.4363636363636365
5059,3.9166666666666665,,3.4705882352941178,3.0141843971631204,3.360215053763441,3.1142857142857143,4.1953125,2.5
5060,4.740950226244344,1.5,4.237864077669903,4.9523809523809526,4.414285714285715,4.208333333333333,4.9020013802622495,4.183673469387755
5061,3.7841409691629955,3.5,3.81767955801105,3.8181818181818183,3.565714285714286,3.0317460317460316,4.038709677419355,3.652173913043478
5062,1.75,2.6470588235294117,2.25,2.03125,3.176470588235294,3.1578947368421053,2.0,4.384615384615385
5063,2.1341463414634148,1.3333333333333333,3.1538461538461537,2.4444444444444446,1.0,2.8666666666666667,2.8461538461538463,3.6666666666666665
5064,4.507836990595611,4.0,3.7091988130563798,4.390243902439025,4.134146341463414,4.4375,4.151351351351352,3.6338028169014085
5065,2.45724907063197,2.9565217391304346,3.2166301969365425,2.3789473684210525,2.823529411764706,2.7283236994219653,2.6871508379888267,1.4848484848484849
5066,1.9441340782122905,,2.417391304347826,1.7857142857142858,2.4545454545454546,1.6341463414634145,3.6206896551724137,3.857142857142857
5067,3.7944444444444443,2.6,3.930635838150289,3.6666666666666665,2.6448598130841123,3.130434782608696,3.443548387096774,4.1875
5068,3.829383886255924,2.8333333333333335,3.939189189189189,3.6375,3.4069767441860463,3.3207547169811322,4.696682464454977,4.0
5069,3.7625,5.0,4.375838926174497,3.4242424242424243,3.6320754716981134,3.323529411764706,4.142857142857143,4.6
5070,4.399390243902439,4.777777777777778,4.241007194244604,3.838709677419355,3.6666666666666665,3.86875,4.550561797752809,5.0
5071,3.5625,2.9285714285714284,4.044321329639889,3.9207920792079207,3.2393617021276597,3.3645833333333335,3.7551020408163267,4.36
5072,3.3258426966292136,1.0,3.2848101265822787,2.6,3.8823529411764706,3.017094017094017,3.6440677966101696,1.944954128440367
5073,3.226537216828479,1.9411764705882353,4.320359281437126,4.327272727272727,3.8045112781954886,3.6440677966101696,4.212121212121212,5.0
5074,2.640625,1.5714285714285714,3.0808823529411766,1.7761194029850746,2.3777777777777778,3.145631067961165,3.4328358208955225,4.37012987012987
5075,3.6927083333333335,3.75,3.982078853046595,3.75,3.8219178082191783,3.1614906832298137,3.5071942446043165,3.888888888888889
5076,1.8782051282051282,1.3333333333333333,2.625,1.8333333333333333,1.7647058823529411,1.4285714285714286,2.8461538461538463,2.6
5077,1.8571428571428572,,3.0,,4.0,4.0,5.0,
5078,2.2479338842975207,1.0,3.0,2.5806451612903225,2.857142857142857,3.1228070175438596,2.577777777777778,4.288461538461538
5079,3.076923076923077,2.3333333333333335,3.2074074074074073,2.6666666666666665,3.5,2.4242424242424243,4.622641509433962,4.222222222222222
5080,2.310344827586207,3.25,3.099502487562189,3.0344827586206895,2.378787878787879,1.9666666666666666,2.641509433962264,4.166666666666667
5081,2.616600790513834,,2.781725888324873,2.869565217391304,2.85,2.857142857142857,3.365079365079365,4.473684210526316
5082,2.883248730964467,1.8421052631578947,2.74468085106383,2.0,3.75,2.46875,3.642857142857143,4.0
5083,2.4262295081967213,2.0,3.125,2.375,2.326530612244898,3.8181818181818183,2.235294117647059,3.0344827586206895
5084,4.379781420765028,2.0,4.326086956521739,4.0675675675675675,3.691729323308271,4.30379746835443,4.097345132743363,3.9444444444444446
5085,4.512820512820513,,4.319391634980988,4.227848101265823,4.14873417721519,3.7,4.1607843137254905,5.0
5086,2.8642533936651584,2.2916666666666665,2.8333333333333335,2.9615384615384617,2.9,3.7666666666666666,3.7974683544303796,3.7857142857142856
5087,4.5353159851301115,4.285714285714286,4.724444444444444,4.142857142857143,4.313868613138686,3.7281553398058254,4.620300751879699,4.370786516853933
5088,2.064935064935065,1.5238095238095237,2.2777777777777777,2.36,2.1578947368421053,3.2941176470588234,3.0,3.625
5089,4.151162790697675,5.0,3.9047619047619047,3.689655172413793,3.656862745098039,3.0166666666666666,4.086956521739131,4.0
5090,4.2,5.0,3.982005141388175,3.870967741935484,4.407643312101911,4.138211382113822,4.1875,4.769230769230769
5091,2.5687203791469195,3.3333333333333335,3.323741007194245,2.5555555555555554,3.3333333333333335,3.736842105263158,3.8214285714285716,3.787878787878788
5092,2.9424083769633507,2.0,3.31,4.3076923076923075,1.8656716417910448,3.074074074074074,3.3392857142857144,4.379310344827586
5093,4.679819616685457,2.75,4.336032388663968,4.0,3.84,3.77027027027027,4.737556561085973,4.74468085106383
5094,3.6948356807511735,3.090909090909091,3.5625,2.717171717171717,3.338235294117647,3.248062015503876,4.130841121495327,4.448275862068965
5095,3.99609375,3.3333333333333335,3.581740976645435,3.3076923076923075,3.789473684210526,3.173076923076923,3.8727272727272726,4.8
5096,2.0,1.2222222222222223,3.7209302325581395,2.6315789473684212,3.0,3.9444444444444446,2.973684210526316,2.540983606557377
5097,2.3793103448275863,,4.833333333333333,,3.0,2.8,1.3931888544891642,1.3478260869565217
5098,2.5216535433070866,1.5,3.858131487889273,3.255813953488372,2.353932584269663,3.933333333333333,3.023696682464455,4.142857142857143
5099,2.4457831325301207,1.0,3.384,2.8333333333333335,2.8125,4.0,3.088,4.392857142857143
5100,3.7796610169491527,3.8333333333333335,4.085635359116022,3.888888888888889,3.625,3.245614035087719,3.7941176470588234,4.166666666666667
5101,4.511029411764706,3.8,4.399594320486815,4.007490636704119,3.9281045751633985,3.3625730994152048,4.537284894837476,4.844036697247707
5102,3.6615384615384614,,3.9479166666666665,3.611940298507463,3.369047619047619,3.7698412698412698,3.4615384615384617,4.732142857142857
5103,2.9664804469273744,1.2,3.659090909090909,2.7162162162162162,3.725,3.6144578313253013,4.269230769230769,4.9411764705882355
5104,3.7675276752767526,3.9,3.9886621315192743,3.8803418803418803,3.9304347826086956,3.1376146788990824,3.8290598290598292,3.0277777777777777
5105,1.9329268292682926,1.125,2.84,2.8529411764705883,2.3,2.4285714285714284,4.083333333333333,5.0
5106,2.751131221719457,2.5,2.393782383419689,2.610169491525424,1.6179775280898876,3.3,3.774193548387097,4.675675675675675
5107,1.5480225988700564,2.0,1.6994818652849741,1.1111111111111112,2.090909090909091,1.6206896551724137,3.3142857142857145,3.8125
5108,4.309368191721133,,4.501066098081023,4.674157303370786,4.038961038961039,4.295081967213115,4.646643109540636,4.916666666666667
5109,4.00982800982801,,4.386277001270648,3.6357615894039736,3.8430232558139537,2.9520958083832336,3.965909090909091,4.605263157894737
5110,4.177111716621253,4.666666666666667,4.219202898550725,4.338709677419355,3.433333333333333,3.8653846153846154,3.7261904761904763,4.595238095238095
5111,3.6251768033946252,3.5,3.9263565891472867,3.4343434343434343,3.4352941176470586,2.9937888198757765,3.5392592592592593,3.7938144329896906
5112,4.213849287169043,5.0,3.961988304093567,3.6463414634146343,2.9423076923076925,3.760869565217391,4.184210526315789,5.0
5113,4.130293159609121,4.0,3.6666666666666665,3.65,3.4299065420560746,3.8780487804878048,4.373056994818653,2.4210526315789473
5114,2.8629441624365484,3.25,3.0875,2.0238095238095237,2.0350877192982457,2.717741935483871,4.036363636363636,3.8205128205128207
5115,2.2471264367816093,1.55,4.273170731707317,3.878787878787879,2.0736842105263156,3.5555555555555554,3.3333333333333335,4.083333333333333
5116,3.836734693877551,4.8,3.2186234817813766,3.7058823529411766,3.7850467289719627,3.326530612244898,3.9174311926605503,4.555555555555555
5117,4.6312154696132595,3.5,4.411111111111111,4.656,4.305882352941176,4.0,4.751633986928105,4.5
5118,4.35374149659864,1.0,3.9393939393939394,3.5833333333333335,4.564705882352941,3.391304347826087,1.9343629343629343,3.6666666666666665
5119,3.927350427350427,2.3333333333333335,4.25703564727955,4.336538461538462,3.910994764397906,4.125,4.440559440559441,1.0
5120,2.7268041237113403,3.0,2.7557755775577557,2.845360824742268,2.4693877551020407,2.5460992907801416,3.861111111111111,3.5833333333333335
5121,4.019269776876268,3.1,4.040358744394619,3.8645161290322583,3.7492260061919507,3.5391304347826087,3.952112676056338,4.094017094017094
5122,4.334470989761092,2.0,4.531490015360983,4.357142857142857,3.76271186440678,3.4923076923076923,4.72209026128266,3.6470588235294117
5123,4.248380129589632,4.0,3.7164750957854404,3.630434782608696,3.68,3.4857142857142858,3.7757009345794392,4.392857142857143
5124,3.5301204819277108,2.0,4.149425287356322,3.9444444444444446,4.5,4.03125,3.40625,4.8
5125,3.7168141592920354,4.25,3.8813559322033897,3.771573604060914,3.169491525423729,3.0387096774193547,3.673469387755102,4.193548387096774
5126,3.3146417445482865,2.25,3.5407608695652173,3.1578947368421053,3.293103448275862,3.022727272727273,3.6747404844290656,2.2529411764705882
5127,2.2805755395683454,2.6666666666666665,2.8823529411764706,3.5714285714285716,2.727272727272727,1.8,3.2222222222222223,3.0
5128,4.045186640471512,3.0,4.438888888888889,3.5964912280701755,3.9763779527559056,3.315068493150685,4.465425531914893,4.333333333333333
5129,4.377777777777778,,4.257831325301205,4.815789473684211,4.098484848484849,3.7077625570776256,4.508353221957041,3.0
5130,3.8011152416356877,2.6,3.5546995377503854,3.7160493827160495,2.8877551020408165,2.617224880382775,4.325337331334333,4.0
5131,4.547231270358306,,4.77027027027027,4.770949720670391,4.333333333333333,4.162790697674419,4.162729658792651,4.969072164948454
5132,2.2862453531598512,2.0,3.6744186046511627,2.2,3.107142857142857,3.888888888888889,3.653225806451613,4.411764705882353
5133,3.9375,4.9,4.2105263157894735,4.0984251968503935,3.899803536345776,3.6392156862745098,3.9817767653758542,4.0
5134,4.3097345132743365,,4.515655577299413,4.5504587155963305,4.097222222222222,3.904109589041096,4.441704035874439,4.75
5135,3.8823529411764706,5.0,4.222437137330754,3.4,3.2681159420289854,3.263157894736842,4.469387755102041,4.0
5136,2.4430894308943087,1.8333333333333333,2.3059490084985836,1.7058823529411764,2.0145631067961167,2.1392405063291138,2.5306122448979593,2.2857142857142856
5137,3.485530546623794,2.5,3.9245283018867925,3.8579881656804735,3.271523178807947,3.2830188679245285,3.870748299319728,3.5833333333333335
5138,4.647058823529412,5.0,4.074550128534704,3.9682539682539684,4.108843537414966,3.8,4.463182897862233,4.928571428571429
5139,2.8986013986013988,3.0,4.005747126436781,3.3,2.8545454545454545,2.719298245614035,3.488888888888889,3.8333333333333335
5140,4.623567921440262,5.0,4.67965367965368,4.79,4.520833333333333,4.338461538461538,4.872448979591836,4.919881305637982
5141,4.389150943396227,3.5,4.382,4.163398692810458,3.5956284153005464,3.6611570247933884,4.080939947780679,3.3855421686746987
5142,2.5207100591715976,2.111111111111111,3.0,1.85,3.2,2.8529411764705883,3.375,3.7777777777777777
5143,2.3933054393305437,1.5263157894736843,3.5036496350364965,3.0,3.16,3.1857142857142855,3.4545454545454546,4.317460317460317
5144,1.7857142857142858,,2.9310344827586206,2.619047619047619,3.357142857142857,3.5,3.4444444444444446,4.8
5145,4.518413597733711,,3.2705882352941176,4.555555555555555,3.6973684210526314,4.030769230769231,4.647686832740214,4.935483870967742
5146,2.7636363636363637,1.3103448275862069,3.0384615384615383,1.2647058823529411,1.1764705882352942,2.1,2.6458333333333335,3.272727272727273
5147,3.7928994082840237,5.0,4.501234567901235,4.071428571428571,3.869047619047619,3.652482269503546,3.538293216630197,4.219730941704036
5148,3.134433962264151,3.6,3.880630630630631,2.3407407407407406,3.182741116751269,3.4356435643564356,3.8326693227091635,2.766839378238342
5149,4.551724137931035,,4.4728260869565215,4.266666666666667,3.9152542372881354,4.4411764705882355,4.64850136239782,4.801980198019802
5150,2.192170818505338,1.5,2.9724770642201834,2.739130434782609,1.7244897959183674,2.2955665024630543,3.816326530612245,3.9
5151,2.7065217391304346,1.0,3.4578313253012047,3.0153846153846153,3.4477611940298507,3.8053097345132745,3.8961748633879782,3.4
