,제휴사,대분류코드,중분류코드,소분류코드,중분류명,소분류명,간략분류
508,B,14,1413,B141302,수입과자,수입비스켓,가공식품
509,B,14,1413,B141303,수입과자,수입스낵,가공식품
510,B,14,1413,B141304,수입과자,수입초콜릿,가공식품
511,B,14,1413,B141305,수입과자,수입캔디,가공식품
512,B,14,1413,B141306,수입과자,수입파이,가공식품
513,B,14,1413,B141307,수입과자,온라인수입과자,가공식품
514,B,14,1414,B141401,종합과자,과자선물세트,가공식품
515,B,14,1414,B141402,종합과자,캐릭터과자,가공식품
516,B,14,1415,B141501,전통과자,옛날과자,가공식품
517,B,14,1415,B141502,전통과자,온라인전통과자,가공식품
518,B,14,1415,B141503,전통과자,온라인팥빙수재료,가공식품
519,B,14,1415,B141504,전통과자,팥빙수재료,가공식품
520,B,14,1415,B141505,전통과자,한과,가공식품
521,B,14,1415,B141506,전통과자,화과자,가공식품
522,B,15,1501,B150101,생수,생수,음료
523,B,15,1501,B150102,생수,국내생수,음료
524,B,15,1501,B150103,생수,수입생수,음료
525,B,15,1501,B150104,생수,탄산수,음료
526,B,15,1501,B150105,생수,온라인 생수,음료
527,B,15,1502,B150201,과채음료,채소음료,음료
528,B,15,1502,B150202,과채음료,과일음료,음료
529,B,15,1502,B150203,과채음료,과채혼합음료,음료
530,B,15,1502,B150204,과채음료,어린이음료,음료
531,B,15,1502,B150205,과채음료,유기농음료,음료
532,B,15,1502,B150206,과채음료,온라인과채음료,음료
533,B,15,1502,B150207,과채음료,과일/야채음료,음료
534,B,15,1502,B150208,과채음료,선물세트 과즙음료,음료
535,B,15,1503,B150301,두유,두유,음료
536,B,15,1503,B150302,두유,영유아두유,음료
537,B,15,1504,B150401,탄산음료,사이다,음료
538,B,15,1504,B150402,탄산음료,콜라,음료
539,B,15,1504,B150403,탄산음료,온라인 탄산음료,음료
540,B,15,1504,B150404,탄산음료,혼합탄산,음료
541,B,15,1505,B150501,이온음료,이온음료,음료
542,B,15,1506,B150601,커피차음료,커피음료,음료
543,B,15,1506,B150602,커피차음료,차음료,음료
544,B,15,1506,B150603,커피차음료,온라인커피차음료,음료
545,B,15,1506,B150604,커피차음료,혼합음료,음료
546,B,15,1506,B150605,커피차음료,차혼합음료,음료
547,B,15,1507,B150701,기능성음료,의약외품음료,음료
548,B,15,1507,B150702,기능성음료,기능성건강음료,음료
549,B,15,1507,B150703,기능성음료,비타민음료,음료
550,B,15,1507,B150704,기능성음료,에너지음료,음료
551,B,15,1507,B150705,기능성음료,비타/에너지음료,음료
552,B,15,1507,B150706,기능성음료,기능성음료,음료
553,B,15,1507,B150707,기능성음료,기능성음료선물세트,음료
554,B,15,1508,B150801,수입음료,수입과채혼합음료,음료
555,B,15,1508,B150802,수입음료,수입탄산/이온음료,음료
556,B,15,1508,B150803,수입음료,수입커피/수입혼합차음료,음료
557,B,16,1601,B160101,소주,병소주,주류
558,B,16,1601,B160102,소주,페트소주,주류
559,B,16,1602,B160201,맥주,국산맥주,주류
560,B,16,1602,B160202,맥주,수입맥주,주류
561,B,16,1602,B160203,맥주,무알콜맥주,주류
562,B,16,1603,B160301,와인,레드와인,주류
563,B,16,1603,B160302,와인,화이트와인,주류
564,B,16,1603,B160303,와인,와인선물세트,주류
565,B,16,1604,B160401,전통주,민속주,주류
566,B,16,1604,B160402,전통주,막걸리,주류
567,B,16,1604,B160403,전통주,과실주,주류
568,B,16,1604,B160404,전통주,전통주선물세트,주류
569,B,16,1605,B160501,양주,동양전통주,주류
570,B,16,1605,B160502,양주,위스키,주류
571,B,16,1605,B160503,양주,일본술,주류
572,B,16,1605,B160504,양주,브랜디,주류
573,B,16,1605,B160505,양주,리큐르,주류
574,B,16,1605,B160506,양주,중국술,주류
575,B,16,1605,B160507,양주,양주선물세트,주류
576,B,05,0506,B050602,약초,기타약초,농산물
577,B,05,0506,B050603,약초,더덕,농산물
578,B,05,0506,B050604,약초,백련초,농산물
579,B,05,0506,B050605,약초,황기,농산물
580,B,05,0506,B050606,약초,구기자,농산물
581,B,05,0506,B050607,약초,둥글레,농산물
582,B,05,0507,B050701,양념류,대파,농산물
583,B,05,0507,B050702,양념류,양파,농산물
584,B,05,0507,B050703,양념류,깐마늘,농산물
585,B,05,0507,B050704,양념류,생강,농산물
586,B,05,0507,B050705,양념류,건고추,농산물
587,B,05,0507,B050706,양념류,기타양념,농산물
588,B,05,0507,B050707,양념류,쪽파,농산물
589,B,05,0507,B050708,양념류,피마늘,농산물
590,B,05,0507,B050709,양념류,마늘쫑,농산물
591,B,05,0507,B050710,양념류,양념류 선물세트,농산물
592,B,05,0508,B050801,식자재,식자재,농산물
593,B,05,0509,B050901,친환경채소,친환경쌈채소,농산물
594,B,05,0509,B050902,친환경채소,친환경뿌리채소,농산물
595,B,05,0509,B050903,친환경채소,친환경열매채소,농산물
596,B,05,0509,B050904,친환경채소,친환경샐러드채소,농산물
597,B,05,0509,B050905,친환경채소,친환경양념채소,농산물
598,B,05,0509,B050906,친환경채소,친환경잎채소,농산물
599,B,05,0510,B051001,김치채소,친환경김치채소,농산물
600,B,05,0510,B051002,김치채소,배추,농산물
601,B,05,0510,B051003,김치채소,얼갈이,농산물
602,B,05,0510,B051004,김치채소,열무,농산물
603,B,05,0510,B051005,김치채소,무우,농산물
604,B,05,0510,B051006,김치채소,갓,농산물
605,B,05,0510,B051007,김치채소,알타리무,농산물
606,B,05,0511,B051101,온라인잎/샐러드채소,온라인잎채소,농산물
607,B,05,0512,B051201,LOCAL잎채소,Local근대,농산물
608,B,05,0512,B051202,LOCAL잎채소,Local기타잎채소,농산물
609,B,05,0512,B051203,LOCAL잎채소,Local깻잎,농산물
610,B,05,0512,B051204,LOCAL잎채소,Local미나리,농산물
611,B,05,0512,B051205,LOCAL잎채소,Local부추,농산물
612,B,05,0512,B051206,LOCAL잎채소,Local상추,농산물
613,B,05,0512,B051207,LOCAL잎채소,Local시금치,농산물
614,B,05,0512,B051208,LOCAL잎채소,Local쌈채소,농산물
615,B,05,0512,B051209,LOCAL잎채소,Local쑥갓,농산물
616,B,05,0512,B051210,LOCAL잎채소,Local아욱,농산물
617,B,05,0512,B051211,LOCAL잎채소,Local양배추,농산물
618,B,05,0513,B051301,LOCAL김치채소,Local갓,농산물
619,B,05,0513,B051302,LOCAL김치채소,Local무우,농산물
620,B,05,0513,B051303,LOCAL김치채소,Local배추,농산물
621,B,05,0513,B051304,LOCAL김치채소,Local얼갈이,농산물
622,B,05,0513,B051305,LOCAL김치채소,Local열무,농산물
623,B,05,0514,B051401,샐러드/간편채소,간편구색,농산물
624,B,05,0514,B051402,샐러드/간편채소,간편양념,농산물
625,B,05,0514,B051403,샐러드/간편채소,드레싱,농산물
626,B,05,0514,B051404,샐러드/간편채소,샐러드,농산물
627,B,06,0601,B060101,대중선어,대구,수산물
628,B,06,0601,B060102,대중선어,우럭,수산물
629,B,06,0601,B060103,대중선어,도미,수산물
630,B,06,0601,B060104,대중선어,조기,수산물
631,B,06,0601,B060105,대중선어,고등어,수산물
632,B,06,0601,B060106,대중선어,갈치,수산물
633,B,06,0601,B060107,대중선어,꽁치,수산물
634,B,06,0601,B060108,대중선어,명태,수산물
635,B,06,0601,B060109,대중선어,가자미,수산물
636,B,06,0601,B060110,대중선어,삼치,수산물
637,B,06,0601,B060111,대중선어,임연수,수산물
638,B,06,0601,B060112,대중선어,아귀,수산물
639,B,06,0601,B060113,대중선어,병어,수산물
640,B,06,0601,B060114,대중선어,게,수산물
641,B,06,0601,B060115,대중선어,구색선어,수산물
642,B,06,0601,B060116,대중선어,오징어류,수산물
643,B,06,0601,B060117,대중선어,민어,수산물
644,B,06,0601,B060118,대중선어,연어,수산물
645,B,06,0602,B060201,냉동수산물,굴비,수산물
646,B,06,0602,B060202,냉동수산물,반건생선,수산물
647,B,06,0602,B060203,냉동수산물,냉동포장,수산물
648,B,06,0603,B060301,생선선물세트,선어세트,수산물
649,B,06,0603,B060302,생선선물세트,해물선물세트,수산물
650,B,06,0603,B060303,생선선물세트,굴비세트,수산물
651,B,06,0604,B060401,고등어/삼치,국산고등어,수산물
652,B,06,0604,B060402,고등어/삼치,국산고등어자반,수산물
653,B,06,0604,B060403,고등어/삼치,국산삼치,수산물
654,B,06,0605,B060501,대구,국산대구,수산물
655,B,06,0606,B060601,도미/민어,국산도미,수산물
656,B,06,0606,B060602,도미/민어,국산민어,수산물
657,B,06,0607,B060701,기타구색생선,국산청어,수산물
658,B,06,0607,B060702,기타구색생선,국산금태,수산물
659,B,06,0607,B060703,기타구색생선,국산우럭,수산물
660,B,06,0607,B060704,기타구색생선,국산임연수어,수산물
661,B,06,0607,B060705,기타구색생선,국산아귀,수산물
662,B,06,0607,B060706,기타구색생선,국산병어,수산물
663,B,06,0607,B060707,기타구색생선,국산기타구색생선,수산물
664,B,06,0608,B060801,꽁치/가자미,국산꽁치,수산물
665,B,06,0608,B060802,꽁치/가자미,국산가자미,수산물
666,B,06,0609,B060901,오징어,국산오징어,수산물
667,B,06,0609,B060902,오징어,국산한치,수산물
668,B,06,0610,B061001,조기/명태,국산참조기,수산물
669,B,06,0610,B061002,조기/명태,부세조기,수산물
670,B,06,0610,B061003,조기/명태,국산백조기,수산물
671,B,06,0610,B061004,조기/명태,긴가이석태,수산물
672,B,06,0610,B061005,조기/명태,영상가이석태,수산물
673,B,06,0610,B061006,조기/명태,기타조기,수산물
674,B,06,0610,B061007,조기/명태,국산명태,수산물
675,B,06,0611,B061101,국산게/갈치,국산꽃게,수산물
676,B,06,0611,B061102,국산게/갈치,국산대게,수산물
677,B,06,0611,B061103,국산게/갈치,국산홍게,수산물
678,B,06,0611,B061104,국산게/갈치,국산기타게,수산물
679,B,06,0611,B061105,국산게/갈치,국산갈치,수산물
680,B,07,0701,B070101,선물세트,마른안주 선물세트,수산물
681,B,07,0701,B070102,선물세트,해조류세트,수산물
682,B,07,0701,B070103,선물세트,멸치황태세트,수산물
683,B,07,0702,B070201,즉석구이안주,즉석어포,수산물
684,B,07,0702,B070202,즉석구이안주,즉석오징어,수산물
685,B,07,0702,B070203,즉석구이안주,즉석쥐포,수산물
686,B,07,0703,B070301,마른안주,건오징어,수산물
687,B,07,0703,B070302,마른안주,조미오징어,수산물
688,B,07,0703,B070303,마른안주,육포,수산물
689,B,07,0703,B070304,마른안주,쥐치포,수산물
690,B,07,0703,B070305,마른안주,온라인 안주,수산물
691,B,07,0704,B070401,멸치건명태,멸치,수산물
692,B,07,0704,B070402,멸치건명태,황태북어,수산물
693,B,07,0705,B070501,해조류,김,수산물
694,B,07,0705,B070502,해조류,조미김,수산물
695,B,07,0705,B070503,해조류,미역,수산물
696,B,07,0705,B070504,해조류,다시마,수산물
697,B,07,0706,B070601,특산물,즉석안주,수산물
698,B,07,0706,B070602,특산물,즉석김,수산물
699,B,07,0706,B070603,특산물,특산물행사,수산물
700,B,07,0707,B070701,건오징어,동해안건오징어,수산물
701,B,07,0707,B070702,건오징어,반건오징어,수산물
702,B,07,0707,B070703,건오징어,울릉도건오징어,수산물
703,B,07,0707,B070704,건오징어,원양산건오징어,수산물
704,B,07,0708,B070801,조미오징어,백진미,수산물
705,B,07,0708,B070802,조미오징어,홍진미,수산물
706,B,07,0708,B070803,조미오징어,훈제구이진미,수산물
707,B,07,0709,B070901,육포,국산육포,육류
708,B,07,0709,B070902,육포,돈닭치즈육포,육류
709,B,07,0709,B070903,육포,수입산육포,육류
710,B,07,0710,B071001,쥐치포,구운쥐치포,수산물
711,B,07,0710,B071002,쥐치포,어포류,수산물
712,B,07,0710,B071003,쥐치포,쥐치포,수산물
713,B,07,0711,B071101,마른안주선물세트,육포세트,육류
714,B,43,4305,B430502,냉동만두,군만두,가공식품
715,B,43,4305,B430503,냉동만두,손찜만두,가공식품
716,B,43,4305,B430504,냉동만두,교자만두,가공식품
717,B,43,4305,B430505,냉동만두,만두피,가공식품
718,B,43,4306,B430601,냉동간식,냉동튀김,가공식품
719,B,43,4306,B430602,냉동간식,냉동부침/구이,가공식품
720,B,43,4306,B430603,냉동간식,온라인냉동간식,가공식품
721,B,43,4306,B430604,냉동간식,기타냉동반찬,가공식품
722,B,43,4307,B430701,냉동대용식,냉동간식,가공식품
723,B,43,4307,B430702,냉동대용식,냉동면,가공식품
724,B,43,4307,B430703,냉동대용식,냉동간편식,가공식품
725,B,43,4308,B430801,아이스크림,얼음,가공식품
726,B,43,4308,B430802,아이스크림,홈아이스,가공식품
727,B,43,4308,B430803,아이스크림,튜브/컵아이스,가공식품
728,B,43,4308,B430804,아이스크림,바아이스,가공식품
729,B,43,4308,B430805,아이스크림,과자아이스,가공식품
730,B,43,4308,B430806,아이스크림,행사아이스,가공식품
731,B,43,4308,B430807,아이스크림,콘아이스,가공식품
732,B,43,4309,B430901,햄,라운드햄,가공식품
733,B,43,4309,B430902,햄,베이컨,가공식품
734,B,43,4309,B430903,햄,사각햄,가공식품
735,B,43,4309,B430904,햄,슬라이스햄,가공식품
736,B,43,4309,B430905,햄,원물형태햄,가공식품
737,B,43,4310,B431001,소시지,비엔나소시지,가공식품
738,B,43,4310,B431002,소시지,일반소시지,가공식품
739,B,43,4310,B431003,소시지,후랑크소시지,가공식품
740,B,43,4311,B431101,냉장햄세트,냉장햄세트,가공식품
741,B,46,4601,B460101,우육,일반한우,육류
742,B,46,4601,B460102,우육,한우 선물세트,육류
743,B,46,4601,B460103,우육,브랜드한우,육류
744,B,46,4601,B460104,우육,PB 한우,육류
745,B,46,4601,B460105,우육,PB 한우 선물세트,육류
746,B,46,4601,B460106,우육,순한한우,육류
747,B,46,4602,B460201,수입육,미국산 냉장 소고기,육류
748,B,46,4602,B460202,수입육,미국산 냉동 소고기,육류
749,B,46,4602,B460203,수입육,호주산 냉장 소고기,육류
750,B,46,4602,B460204,수입육,호주산 냉동 소고기,육류
751,B,46,4602,B460205,수입육,수입육 선물세트,육류
752,B,46,4602,B460206,수입육,PB 수입 소고기,육류
753,B,46,4602,B460207,수입육,PB 수입소고기 선물세트,육류
754,B,46,4602,B460208,수입육,수입 돼지고기,육류
755,B,46,4602,B460209,수입육,기타 수입육,육류
756,B,46,4603,B460301,일반한우,한우곰거리,육류
757,B,46,4603,B460302,일반한우,한우등심,육류
758,B,46,4603,B460303,일반한우,한우안심,육류
759,B,46,4603,B460304,일반한우,한우양지,육류
760,B,46,4603,B460305,일반한우,한우정육,육류
761,B,46,4603,B460306,일반한우,한우채끝,육류
762,B,46,4603,B460307,일반한우,한우특수부위,육류
763,B,46,4603,B460308,일반한우,한우규격,육류
764,B,46,4604,B460401,한우선물세트,한우냉동선물세트,육류
765,B,46,4604,B460402,한우선물세트,한우냉장선물세트,육류
766,B,46,4605,B460501,브랜드한우,산지한우,육류
767,B,46,4605,B460502,브랜드한우,순한한우,육류
768,B,46,4605,B460503,브랜드한우,진심한우,육류
769,B,47,4701,B470101,닭고기,냉동계육,육류
770,B,47,4701,B470102,닭고기,오골계,육류
771,B,47,4701,B470103,닭고기,훈제계육,육류
772,B,47,4701,B470104,닭고기,일반닭,육류
773,B,47,4701,B470105,닭고기,토종닭,육류
774,B,47,4701,B470106,닭고기,닭부분육,육류
775,B,47,4701,B470107,닭고기,오리,육류
776,B,47,4701,B470108,닭고기,기타육,육류
777,B,47,4702,B470201,계란,PB 계란,육류
778,B,47,4702,B470202,계란,일반란,육류
779,B,47,4702,B470203,계란,차별화계란,육류
780,B,47,4702,B470204,계란,기타란,육류
781,B,47,4703,B470301,오리고기,일반오리,육류
782,B,47,4703,B470302,오리고기,훈제오리,육류
783,B,48,4801,B480101,양념육,양념육,육류
784,B,48,4801,B480102,양념육,HMR,육류
785,B,48,4801,B480103,양념육,육가공품,육류
786,B,48,4802,B480201,돼지고기,PB 돼지고기,육류
787,B,48,4802,B480202,돼지고기,NB 돼지고기,육류
788,B,48,4802,B480203,돼지고기,차별화돼지고기,육류
789,B,48,4803,B480301,브랜드돼지고기,NB돼지고기,육류
790,B,48,4803,B480302,브랜드돼지고기,PB돼지고기,육류
791,B,48,4803,B480303,브랜드돼지고기,소포장팩,육류
792,B,48,4804,B480401,차별화돼지고기,기능성웰빙돼지고기,육류
793,B,48,4804,B480402,차별화돼지고기,품종차별화돼지고기,육류
794,B,48,4805,B480501,온라인돼지고기,온라인돼지고기,육류
795,B,52,5201,B520101,과실과일,사과,농산물
796,B,52,5201,B520102,과실과일,배,농산물
797,B,52,5201,B520103,과실과일,감귤,농산물
798,B,52,5201,B520104,과실과일,포도,농산물
799,B,52,5201,B520105,과실과일,감,농산물
800,B,52,5201,B520106,과실과일,복숭아,농산물
801,B,52,5201,B520107,과실과일,자두,농산물
802,B,52,5201,B520108,과실과일,기타국산과일,농산물
803,B,52,5201,B520109,과실과일,밤,농산물
804,B,52,5201,B520110,과실과일,온라인 국산과일,농산물
805,B,52,5202,B520201,과채과일,참외,농산물
806,B,52,5202,B520202,과채과일,수박,농산물
807,B,52,5202,B520203,과채과일,딸기,농산물
808,B,52,5202,B520204,과채과일,토마토,농산물
809,B,52,5202,B520205,과채과일,메론,농산물
810,B,52,5203,B520301,선물세트,배세트,농산물
811,B,52,5203,B520302,선물세트,혼합세트,농산물
812,B,52,5203,B520303,선물세트,사과세트,농산물
813,B,52,5203,B520304,선물세트,기타과일세트,농산물
814,B,52,5203,B520305,선물세트,PB세트,농산물
815,B,52,5203,B520306,선물세트,친환경과일선물세트,농산물
816,B,52,5204,B520401,친환경과일,친환경포도,농산물
817,B,52,5204,B520402,친환경과일,친환경딸기,농산물
818,B,52,5204,B520403,친환경과일,친환경배,농산물
819,B,52,5204,B520404,친환경과일,친환경메론,농산물
820,B,52,5204,B520405,친환경과일,친환경복숭아,농산물
821,B,52,5204,B520406,친환경과일,친환경사과,농산물
822,B,52,5204,B520407,친환경과일,친환경토마토,농산물
823,B,52,5204,B520408,친환경과일,친환경자두,농산물
824,B,52,5204,B520409,친환경과일,친환경감귤,농산물
825,B,52,5204,B520410,친환경과일,친환경참외,농산물
826,B,52,5204,B520411,친환경과일,친환경감,농산물
827,B,52,5204,B520412,친환경과일,친환경참다래,농산물
828,B,52,5204,B520413,친환경과일,친환경건과,농산물
829,B,52,5204,B520414,친환경과일,GAP감귤,농산물
830,B,52,5204,B520415,친환경과일,친환경기타과일,농산물
831,B,52,5205,B520501,감귤,PB감귤,농산물
832,B,52,5205,B520502,감귤,감귤기타,농산물
833,B,52,5205,B520503,감귤,노지감귤,농산물
834,B,52,5205,B520504,감귤,레드향,농산물
835,B,52,5205,B520505,감귤,천혜향,농산물
836,B,52,5205,B520506,감귤,하우스감귤,농산물
837,B,52,5205,B520507,감귤,한라봉,농산물
838,B,52,5205,B520508,감귤,황금향,농산물
839,B,52,5206,B520601,감,PB감,농산물
840,B,52,5206,B520602,감,규격감기타,농산물
841,B,52,5206,B520603,감,단감,농산물
842,B,52,5206,B520604,감,대봉시,농산물
843,B,52,5206,B520605,감,비규격감기타,농산물
844,B,52,5206,B520606,감,홍시,농산물
845,B,52,5207,B520701,복숭아,복숭아기타,농산물
846,B,52,5207,B520702,복숭아,부드러운복숭아,농산물
847,B,52,5207,B520703,복숭아,아삭한복숭아,농산물
848,B,52,5207,B520704,복숭아,천도복숭아,농산물
849,B,52,5208,B520801,자두,대석자두,농산물
850,B,52,5208,B520802,자두,자두기타,농산물
851,B,52,5208,B520803,자두,포모사,농산물
852,B,52,5209,B520901,토마토,PB토마토,농산물
853,B,52,5209,B520902,토마토,방울토마토,농산물
854,B,52,5209,B520903,토마토,완숙토마토,농산물
855,B,52,5209,B520904,토마토,찰토마토,농산물
856,B,52,5209,B520905,토마토,토마토기타,농산물
857,B,52,5210,B521001,포도,거봉포도,농산물
858,B,52,5210,B521002,포도,델라웨어포도,농산물
859,B,52,5210,B521003,포도,머루포도,농산물
860,B,52,5210,B521004,포도,캠벨포도,농산물
861,B,52,5210,B521005,포도,포도기타,농산물
862,B,52,5211,B521101,참외,PB참외,농산물
863,B,52,5211,B521102,참외,참외,농산물
864,B,52,5212,B521201,수박,PB수박,농산물
865,B,52,5212,B521202,수박,수박기타,농산물
866,B,52,5212,B521203,수박,씨없는수박,농산물
867,B,52,5212,B521204,수박,유명산지수박,농산물
868,B,52,5212,B521205,수박,일반수박,농산물
869,B,52,5212,B521206,수박,컬러수박,농산물
870,B,52,5213,B521301,딸기,딸기,농산물
871,B,52,5213,B521302,딸기,산딸기,농산물
872,B,52,5214,B521401,메론,PB메론,농산물
873,B,52,5214,B521402,메론,머스크메론,농산물
874,B,52,5214,B521403,메론,메론기타,농산물
875,B,53,5301,B530101,선물세트,키위세트,농산물
876,B,53,5301,B530102,선물세트,기타수입과일세트,농산물
877,B,53,5302,B530201,수입감귤과일,오렌지,농산물
878,B,53,5302,B530202,수입감귤과일,자몽,농산물
879,B,53,5302,B530203,수입감귤과일,레몬,농산물
880,B,53,5303,B530301,수입기타과일,아보가도,농산물
881,B,53,5303,B530302,수입기타과일,기타과일,농산물
882,B,53,5303,B530303,수입기타과일,쇼케이스과일,농산물
883,B,53,5303,B530304,수입기타과일,망고스틴,농산물
884,B,53,5303,B530305,수입기타과일,수입메론,농산물
885,B,53,5303,B530306,수입기타과일,야자,농산물
886,B,53,5303,B530307,수입기타과일,용과,농산물
887,B,53,5303,B530308,수입기타과일,블루베리,농산물
888,B,53,5304,B530401,열대과일,바나나,농산물
889,B,53,5304,B530402,열대과일,파인애플,농산물
890,B,53,5304,B530403,열대과일,망고,농산물
891,B,53,5305,B530501,키위/석류,참다래,농산물
892,B,53,5305,B530502,키위/석류,키위,농산물
893,B,53,5305,B530503,키위/석류,석류,농산물
894,B,53,5306,B530601,포도/체리,체리,농산물
895,B,53,5306,B530602,포도/체리,수입포도,농산물
896,B,53,5307,B530701,오렌지과일선물세트,오렌지과일선물세트,농산물
897,B,53,5308,B530801,오렌지,기타오렌지,농산물
898,B,53,5308,B530802,오렌지,남아공오렌지,농산물
899,B,53,5308,B530803,오렌지,미국고당도오렌지,농산물
900,B,53,5308,B530804,오렌지,미국일반오렌지,농산물
901,B,53,5308,B530805,오렌지,칠레오렌지,농산물
902,B,53,5309,B530901,자몽,남아공자몽,농산물
903,B,53,5309,B530902,자몽,미국자몽,농산물
904,B,53,5309,B530903,자몽,이스라엘자몽,농산물
905,B,53,5310,B531001,오렌지과일기타,간편과일,농산물
906,B,53,5310,B531002,오렌지과일기타,기타오렌지과일,농산물
907,B,53,5311,B531101,석류,미국석류,농산물
908,B,53,5312,B531201,레몬,북미레몬,농산물
909,B,53,5312,B531202,레몬,칠레레몬,농산물
910,B,54,5401,B540101,생선회,초밥,수산물
911,B,54,5401,B540102,생선회,회재료,수산물
912,B,54,5401,B540103,생선회,활어회,수산물
913,B,54,5401,B540104,생선회,일반회,수산물
914,B,54,5401,B540105,생선회,참치회,수산물
915,B,54,5401,B540106,생선회,장어류,수산물
916,B,54,5401,B540107,생선회,모둠회,수산물
917,B,54,5401,B540108,생선회,시즌회,수산물
918,B,54,5401,B540109,생선회,연어회,수산물
919,B,54,5401,B540110,생선회,홍어회,수산물
920,B,54,5402,B540201,해물연체류,조개류,수산물
921,B,54,5402,B540202,해물연체류,조개살,수산물
922,B,54,5402,B540203,해물연체류,연체류,수산물
923,B,54,5402,B540204,해물연체류,새우류,수산물
924,B,54,5403,B540301,간편조리생선,규격 RTC,수산물
925,B,54,5403,B540302,간편조리생선,간편조리행사,수산물
926,B,54,5404,B540401,생선초밥,모둠초밥,가공식품
927,B,54,5404,B540402,생선초밥,활어초밥,가공식품
928,B,54,5405,B540501,기타회,회재료,수산물
929,B,54,5405,B540502,기타회,장어류,수산물
930,B,55,5501,B550101,건과,땅콩,농산물
931,B,55,5501,B550102,건과,대추,농산물
932,B,55,5501,B550103,건과,호두,농산물
933,B,55,5501,B550104,건과,잣,농산물
934,B,55,5501,B550105,건과,곶감,농산물
935,B,55,5501,B550106,건과,은행,농산물
936,B,55,5501,B550107,건과,건과기타,농산물
937,B,55,5501,B550108,건과,건과선물세트,농산물
938,B,55,5501,B550109,건과,건과일,농산물
939,B,55,5501,B550110,건과,과일칩,농산물
940,B,55,5501,B550111,건과,마카다미아,농산물
941,B,55,5501,B550112,건과,믹스넛,농산물
942,B,55,5501,B550113,건과,시즈닝견과,농산물
943,B,55,5501,B550114,건과,피스타치오,농산물
944,B,55,5501,B550115,건과,하루견과,농산물
945,B,55,5501,B550116,건과,요리용견과,농산물
946,B,55,5501,B550117,건과,캐슈넛,농산물
947,B,55,5501,B550118,건과,친환경건과,농산물
948,B,55,5501,B550119,건과,블루베리,농산물
949,B,55,5501,B550120,건과,아몬드,농산물
950,B,55,5502,B550201,친환경채소,친환경쌈채소,농산물
951,B,55,5502,B550202,친환경채소,친환경엽채소,농산물
952,B,55,5502,B550203,친환경채소,친환경뿌리채소,농산물
953,B,55,5502,B550204,친환경채소,친환경열매채소,농산물
954,B,55,5502,B550205,친환경채소,친환경샐러드채소,농산물
955,B,55,5502,B550206,친환경채소,친환경양념채소,농산물
956,B,55,5503,B550301,건강선물세트,인삼세트,가공식품
957,B,55,5503,B550302,건강선물세트,한방세트,가공식품
958,B,55,5503,B550303,건강선물세트,견과선물세트,농산물
959,B,55,5503,B550304,건강선물세트,양념류선물세트,가공식품
960,B,55,5503,B550305,건강선물세트,온라인 선물세트,가공식품
961,B,55,5503,B550306,건강선물세트,약용버섯세트,농산물
962,B,55,5503,B550307,건강선물세트,더덕세트,농산물
963,B,55,5503,B550308,건강선물세트,혼합세트,농산물
964,B,55,5504,B550401,냉동가공,냉동가공과일,가공식품
965,B,55,5504,B550402,냉동가공,냉동가공채소,가공식품
966,B,55,5504,B550403,냉동가공,냉동가공양곡,가공식품
967,B,55,5505,B550501,생활한방,한방식재,가공식품
968,B,55,5505,B550502,생활한방,한방재,가공식품
969,B,55,5505,B550503,생활한방,한방차,가공식품
970,B,55,5506,B550601,한방식재류,한방식재,가공식품
971,B,55,5506,B550602,한방식재류,간편한방식재,가공식품
972,B,55,5507,B550701,한방차,한차,가공식품
973,B,55,5507,B550702,한방차,허브,가공식품
974,B,56,5601,B560101,밥류,도시락,가공식품
975,B,56,5601,B560102,밥류,김밥,가공식품
976,B,56,5601,B560103,밥류,초밥,가공식품
977,B,56,5602,B560201,간편조리,한식,가공식품
978,B,56,5602,B560202,간편조리,아시안,가공식품
979,B,56,5602,B560203,간편조리,음료,가공식품
980,B,56,5602,B560204,간편조리,양식,가공식품
981,B,56,5603,B560301,김/초밥,초밥,가공식품
982,B,56,5603,B560302,김/초밥,김밥/롤,가공식품
983,B,56,5604,B560401,도시락,도시락,가공식품
984,B,56,5604,B560402,도시락,샌드위치,가공식품
985,B,56,5605,B560501,간편조리,샐러드,가공식품
986,B,56,5605,B560502,간편조리,요리,가공식품
987,B,67,6701,B670103,피자,엠디월드,가공식품
988,B,67,6701,B670104,피자,보네스빼,가공식품
989,B,67,6702,B670201,간식,떡볶이,가공식품
990,B,67,6702,B670202,간식,튀김,가공식품
991,B,67,6702,B670203,간식,누들,가공식품
992,B,67,6702,B670204,간식,도넛/햄버거,가공식품
993,B,67,6702,B670205,간식,만두,가공식품
994,B,67,6702,B670206,간식,밥류,가공식품
995,B,67,6702,B670207,간식,가스류,가공식품
996,B,67,6702,B670208,간식,볶음류,가공식품
997,B,67,6703,B670301,디저트,베이커리 디저트,가공식품
998,B,67,6703,B670302,디저트,음료,가공식품
999,B,67,6703,B670303,디저트,아이스크림,가공식품
1000,B,67,6703,B670304,디저트,일마레피자,가공식품
1001,B,67,6703,B670305,디저트,엠디월드피자,가공식품
1002,B,67,6703,B670306,디저트,보네스빼피자,가공식품
1003,B,67,6703,B670307,디저트,피자헛익스프레스,가공식품
1004,B,67,6704,B670401,베이커리,피자,가공식품
1005,B,67,6704,B670402,베이커리,보네스빼,가공식품
